date,account,category,amount,currency,converted amount,currency,description
28/01/2024,Bank account,Transport,-64,INR,-64,INR,Metro
28/01/2024,Bank account,Food,-67,INR,-67,INR,Watermelon juice
29/01/2024,Bank account,Petrol,-35,INR,-35,INR,Petrol
29/01/2024,Bank account,Food,-55,INR,-55,INR,Breakfast 
29/01/2024,Bank account,Food,-95,INR,-95,INR,Lunch
29/01/2024,Bank account,Eggs,-42,INR,-42,INR,Eggs
29/01/2024,Bank account,Friends ,-201,INR,-201,INR,Icecream 
29/01/2024,Bank account,Groceries,-199,INR,-199,INR,Chicken
29/01/2024,Bank account,Groceries,-40,INR,-40,INR,Milk
29/01/2024,Bank account,Groceries,-25,INR,-25,INR,Curd
29/01/2024,Bank account,Groceries,-25,INR,-25,INR,Bread
29/01/2024,Bank account,Health,-800,INR,-800,INR,Gym fees 
30/01/2024,Bank account,Food,-50,INR,-50,INR,Chapati kuruma
30/01/2024,Bank account,Food,-40,INR,-40,INR,Dosa
31/01/2024,Bank account,Entertainment,-29,INR,-29,INR,Minecraft 
31/01/2024,Bank account,Food,-60,INR,-60,INR,Dosa
31/01/2024,Bank account,Eggs,-24,INR,-24,INR,Eggs
31/01/2024,Bank account,Groceries,-24,INR,-24,INR,Milk
31/01/2024,Bank account,Food,-120,INR,-120,INR,Dinner
31/01/2024,Bank account,Toiletry,-30,INR,-30,INR,Brush
31/01/2024,Bank account,Health,"-1,700",INR,"-1,700",INR,Dentist
31/01/2024,Bank account,Food,-104,INR,-104,INR,Lunch
01/02/2024,Bank account,Food,-35,INR,-35,INR,Breakfast 
01/02/2024,Bank account,Food,-180,INR,-180,INR,Lunch
01/02/2024,Bank account,Sourav ,-10,INR,-10,INR,Sourav
01/02/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol
01/02/2024,Bank account,Food,-35,INR,-35,INR,Dosa
01/02/2024,Bank account,Food,-120,INR,-120,INR,Dinner
01/02/2024,Bank account,Groceries,-12,INR,-12,INR,Banana
01/02/2024,Bank account,Groceries,-10,INR,-10,INR,Curd
02/02/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol
02/02/2024,Bank account,Sports,-175,INR,-175,INR,Football
02/02/2024,Bank account,Food,-12,INR,-12,INR,Banana
02/02/2024,Bank account,Food,-10,INR,-10,INR,Tea
02/02/2024,Bank account,Bills,-19,INR,-19,INR,Zepto premium 
02/02/2024,Bank account,Eggs,-35,INR,-35,INR,Eggs
02/02/2024,Bank account,Food,-130,INR,-130,INR,Dinner alfahm 
02/02/2024,Bank account,College works,-70,INR,-70,INR,Notebook 
03/02/2024,Bank account,Food,-110,INR,-110,INR,Biriyani 
03/02/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol 
03/02/2024,Bank account,Food,-12,INR,-12,INR,Banana
04/02/2024,Bank account,Food,-120,INR,-120,INR,Chicken rice
05/02/2024,Bank account,Food,-30,INR,-30,INR,Coffee
05/02/2024,Bank account,Food,-70,INR,-70,INR,Masala dosa
05/02/2024,Bank account,House,-373,INR,-373,INR,Current bill
05/02/2024,Bank account,House,-83,INR,-83,INR,Water bill
05/02/2024,Bank account,Food,-104,INR,-104,INR,Dinner
05/02/2024,Bank account,House,"-3,600",INR,"-3,600",INR,Rent
06/02/2024,Bank account,Groceries,-30,INR,-30,INR,Milk
06/02/2024,Bank account,Groceries,-60,INR,-60,INR,Banana
06/02/2024,Bank account,Food,-30,INR,-30,INR,Ors
06/02/2024,Bank account,Transport,"-1,703",INR,"-1,703",INR,Train ticket 
06/02/2024,Bank account,Food,-140,INR,-140,INR,Biryani
06/02/2024,Bank account,Food,-70,INR,-70,INR,Dinner dosa
07/02/2024,Bank account,Food,-80,INR,-80,INR,Shawarma 
07/02/2024,Bank account,Food,-70,INR,-70,INR,Meals
07/02/2024,Bank account,College works,-70,INR,-70,INR,Book
07/02/2024,Bank account,College works,-65,INR,-65,INR,Book 
07/02/2024,Bank account,Groceries,-200,INR,-200,INR,Chicken
07/02/2024,Bank account,Groceries,-40,INR,-40,INR,Milk
07/02/2024,Bank account,Food,-20,INR,-20,INR,Yoghurt 
07/02/2024,Bank account,Health,-60,INR,-60,INR,ORS
07/02/2024,Bank account,Health,-240,INR,-240,INR,Hair serum
07/02/2024,Bank account,Food,-45,INR,-45,INR,Protein bar
07/02/2024,Bank account,Groceries,-131,INR,-131,INR,Shampoo
08/02/2024,Bank account,Petrol,-50,INR,-50,INR,Sourav petrol 
08/02/2024,Bank account,Food,-50,INR,-50,INR,Chapati 
08/02/2024,Bank account,Food,-10,INR,-10,INR,Curd
09/02/2024,Bank account,Communications,-100,INR,-100,INR,Phone case
09/02/2024,Bank account,Food,-120,INR,-120,INR,Biriyani 
09/02/2024,Bank account,Transport,-38,INR,-38,INR,Rapido
09/02/2024,Bank account,Food,-154,INR,-154,INR,Protein bar
10/02/2024,Bank account,Food,-310,INR,-310,INR,Lunch
10/02/2024,Bank account,Car,-500,INR,-500,INR,Petrol
12/02/2024,Bank account,Food,-290,INR,-290,INR,Dinner
13/02/2024,Bank account,Food,-50,INR,-50,INR,MasalacDosa
13/02/2024,Bank account,Food,-130,INR,-130,INR,Fried biryani 
13/02/2024,Bank account,Food,-70,INR,-70,INR,Dinner
13/02/2024,Bank account,Petrol,-40,INR,-40,INR,Petrol
14/02/2024,Bank account,Food,-90,INR,-90,INR,Lunch
14/02/2024,Bank account,Transport,-20,INR,-20,INR,Auto
14/02/2024,Bank account,House,-850,INR,-850,INR,Maintenance 
14/02/2024,Bank account,Food,-155,INR,-155,INR,Dinner 
15/02/2024,Bank account,Food,-90,INR,-90,INR,Breakfast 
15/02/2024,Bank account,Food,-50,INR,-50,INR,Sandwich 
15/02/2024,Bank account,Petrol,-40,INR,-40,INR,Petrol
15/02/2024,Bank account,Food,-90,INR,-90,INR,Lunch
15/02/2024,Bank account,Food,-65,INR,-65,INR,Dinner
15/02/2024,Bank account,Food,-120,INR,-120,INR,Soup
16/02/2024,Bank account,Food,-75,INR,-75,INR,Breakfast+banana
16/02/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol
16/02/2024,Bank account,Food,-110,INR,-110,INR,Chicken biriyani 
16/02/2024,Bank account,Food,-55,INR,-55,INR,Leg piece 
16/02/2024,Bank account,Food,-10,INR,-10,INR,Haldirams 
16/02/2024,Bank account,Sourav ,-100,INR,-100,INR,Sourav petrol
17/02/2024,Bank account,Food,-25,INR,-25,INR,Dosa+banana
17/02/2024,Bank account,Food,-80,INR,-80,INR,Meals
18/02/2024,Bank account,Food,-85,INR,-85,INR,Breakfast
18/02/2024,Bank account,Food,-145,INR,-145,INR,Lunch 
18/02/2024,Bank account,Food,-60,INR,-60,INR,Ojas food
18/02/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol devaj
19/02/2024,Bank account,Food,-60,INR,-60,INR,Kabab roll
19/02/2024,Bank account,Food,-85,INR,-85,INR,Half biriyani 
19/02/2024,Bank account,House,-170,INR,-170,INR,House cleaning
19/02/2024,Bank account,Entertainment,-174,INR,-174,INR,Movie ticket bramayugam
19/02/2024,Bank account,House,-40,INR,-40,INR,Kitchen cleaning 
19/02/2024,Bank account,Friends ,-50,INR,-50,INR,Devaj petrol
19/02/2024,Bank account,Food,-100,INR,-100,INR,Half mandi
19/02/2024,Bank account,Petrol,-150,INR,-150,INR,Petrol
19/02/2024,Bank account,Sourav ,-150,INR,-150,INR,Sourav petrol
19/02/2024,Bank account,Car,-25,INR,-25,INR,Parking 
19/02/2024,Bank account,Sourav ,-38,INR,-38,INR,Sourav
20/02/2024,Bank account,Food,-20,INR,-20,INR,Tea
20/02/2024,Bank account,Food,-40,INR,-40,INR,Dosa
20/02/2024,Bank account,Food,-45,INR,-45,INR,Rice
20/02/2024,Bank account,Sourav ,-18,INR,-18,INR,Sourav
21/02/2024,Bank account,Food,-50,INR,-50,INR,Puri 
21/02/2024,Bank account,Food,-25,INR,-25,INR,Tea
21/02/2024,Bank account,Food,-110,INR,-110,INR,Biriyani 
21/02/2024,Bank account,Food,-35,INR,-35,INR,Chicken sandwich 
21/02/2024,Bank account,Petrol,-40,INR,-40,INR,Petrol
21/02/2024,Bank account,Food,-50,INR,-50,INR,Chicken leg piece
22/02/2024,Bank account,Groceries,-113,INR,-113,INR,Groceries and water
22/02/2024,Bank account,Food,-80,INR,-80,INR,Half biriyani 
22/02/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol
22/02/2024,Bank account,Food,-71,INR,-71,INR,Rice+eggs
23/02/2024,Bank account,Food,-130,INR,-130,INR,Lunch
23/02/2024,Bank account,Petrol,-40,INR,-40,INR,Petrol 
23/02/2024,Bank account,Deposits,"1,703",INR,"1,703",INR,Train ticket
23/02/2024,Bank account,Deposits,500,INR,500,INR,Car petrol
23/02/2024,Bank account,Sourav,100,INR,100,INR,
23/02/2024,Bank account,Friends ,-50,INR,-50,INR,Devaj parking 
23/02/2024,Bank account,Food,-15,INR,-15,INR,Banana+peanuts 
23/02/2024,Bank account,Groceries,-15,INR,-15,INR,Sugar 
23/02/2024,Bank account,Food,-10,INR,-10,INR,Kuruma
23/02/2024,Bank account,Eggs,-42,INR,-42,INR,Eggs
23/02/2024,Bank account,Petrol,-200,INR,-200,INR,Petrol theatre
23/02/2024,Bank account,Petrol,-30,INR,-30,INR,Parking
24/02/2024,Bank account,Groceries,-198,INR,-198,INR,Chicken
24/02/2024,Bank account,Food,-25,INR,-25,INR,Juice
24/02/2024,Bank account,Food,-54,INR,-54,INR,Haldirams
24/02/2024,Bank account,Food,-115,INR,-115,INR,Dinner
25/02/2024,Bank account,Food,-35,INR,-35,INR,Dosa+eggs
25/02/2024,Bank account,Sports,-90,INR,-90,INR,Football 
25/02/2024,Bank account,Eggs,-28,INR,-28,INR,Eggs
25/02/2024,Bank account,Food,-10,INR,-10,INR,Kuruma
25/02/2024,Bank account,Food,-5,INR,-5,INR,Banana
25/02/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol
25/02/2024,Bank account,Health,-200,INR,-200,INR,Salycylic acid serum
26/02/2024,Bank account,Food,-35,INR,-35,INR,Breakfast 
26/02/2024,Bank account,Transport,-20,INR,-20,INR,Auto
27/02/2024,Bank account,Groceries,-28,INR,-28,INR,Milk
27/02/2024,Bank account,Food,-63,INR,-63,INR,Chapati
27/02/2024,Bank account,Food,-25,INR,-25,INR,Curd
27/02/2024,Bank account,Bills,-8,INR,-8,INR,Zepto
27/02/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol 
27/02/2024,Bank account,Food,-85,INR,-85,INR,Butter chicken
27/02/2024,Bank account,Food,-5,INR,-5,INR,Banana
28/02/2024,Bank account,Food,-35,INR,-35,INR,Watermelon 
28/02/2024,Bank account,Food,-20,INR,-20,INR,Puffs
28/02/2024,Bank account,Food,-80,INR,-80,INR,Single biriyani 
28/02/2024,Bank account,Groceries,-206,INR,-206,INR,Chicken breast boneless
29/02/2024,Bank account,Gifts,-99,INR,-99,INR,Anagha cold coffee
29/02/2024,Bank account,Food,-140,INR,-140,INR,Biriyani table-9
29/02/2024,Bank account,Eggs,-35,INR,-35,INR,Egg
29/02/2024,Bank account,Food,-10,INR,-10,INR,Kuruma 
01/03/2024,Bank account,Sports,-66,INR,-66,INR,Pool
01/03/2024,Bank account,Bills,-19,INR,-19,INR,Zepto pass
01/03/2024,Bank account,Groceries,-72,INR,-72,INR,Oats
01/03/2024,Bank account,Groceries,-28,INR,-28,INR,Milk
01/03/2024,Bank account,Groceries,-60,INR,-60,INR,Banana
01/03/2024,Bank account,Food,-25,INR,-25,INR,Yoghurt 
01/03/2024,Bank account,Petrol,-40,INR,-40,INR,Petrol 
01/03/2024,Bank account,Food,-80,INR,-80,INR,Biryani 
01/03/2024,Bank account,Eggs,-35,INR,-35,INR,Eggs
02/03/2024,Bank account,Groceries,-56,INR,-56,INR,Milk x2
02/03/2024,Bank account,Food,-55,INR,-55,INR,Peanuts
02/03/2024,Bank account,Groceries,-25,INR,-25,INR,Curd
02/03/2024,Bank account,Transport,-20,INR,-20,INR,Auto 
02/03/2024,Bank account,Food,-110,INR,-110,INR,Biriyani 
03/03/2024,Bank account,Food,-50,INR,-50,INR,Mango shake
03/03/2024,Bank account,Food,-110,INR,-110,INR,Beef rice
03/03/2024,Bank account,Food,-10,INR,-10,INR,Samosa
04/03/2024,Bank account,Transport,-20,INR,-20,INR,Auto
04/03/2024,Bank account,Food,-140,INR,-140,INR,Chicken biryani
04/03/2024,Bank account,Gifts,-150,INR,-150,INR,Muntazir treat
04/03/2024,Bank account,Sports,-99,INR,-99,INR,Billiards 🎱
04/03/2024,Bank account,Gifts,-10,INR,-10,INR,Prithvi biriyani 
04/03/2024,Bank account,Food,-55,INR,-55,INR,Dinner
05/03/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol 
05/03/2024,Bank account,Food,-10,INR,-10,INR,Pazhampori
05/03/2024,Bank account,Food,-90,INR,-90,INR,Meals
05/03/2024,Bank account,House,-150,INR,-150,INR,Wifi
05/03/2024,Bank account,Food,-75,INR,-75,INR,Chilly chicken 
05/03/2024,Bank account,House,"-3,600",INR,"-3,600",INR,Rent
06/03/2024,Bank account,Food,-40,INR,-40,INR,Dosa
06/03/2024,Bank account,Food,-35,INR,-35,INR,Juice + vada
06/03/2024,Bank account,Food,-120,INR,-120,INR,Chicken rice
07/03/2024,Bank account,Health,-200,INR,-200,INR,Physio Consultation 
07/03/2024,Bank account,Food,-90,INR,-90,INR,Lunch
07/03/2024,Bank account,Bills,-29,INR,-29,INR,Sourav recharge 
07/03/2024,Bank account,Food,-40,INR,-40,INR,Dinner
08/03/2024,Bank account,Transport,-20,INR,-20,INR,Auto
08/03/2024,Bank account,Food,-125,INR,-125,INR,Lunch
08/03/2024,Bank account,Food,-20,INR,-20,INR,Lime
08/03/2024,Bank account,Sports,-100,INR,-100,INR,Football
08/03/2024,Bank account,Food,-40,INR,-40,INR,Dosa
09/03/2024,Bank account,Food,-90,INR,-90,INR,Meals
09/03/2024,Bank account,Entertainment,-190,INR,-190,INR,Movie ticket manjumel boys
09/03/2024,Bank account,Food,-145,INR,-145,INR,Dinner
10/03/2024,Bank account,Food,-70,INR,-70,INR,Sandwich
10/03/2024,Bank account,Entertainment,-130,INR,-130,INR,Pool
10/03/2024,Bank account,Health,-360,INR,-360,INR,Medicine 
10/03/2024,Bank account,Health,"-1,600",INR,"-1,600",INR,Physio laser treatment 
10/03/2024,Bank account,Health,-500,INR,-500,INR,Doc consultant
10/03/2024,Bank account,Food,-100,INR,-100,INR,Dinner 
10/03/2024,Bank account,Toiletry,-50,INR,-50,INR,Tissue
10/03/2024,Bank account,Toiletry,-370,INR,-370,INR,Mosquito net
10/03/2024,Bank account,Entertainment,-63,INR,-63,INR,Cake nayana
11/03/2024,Bank account,Food,-35,INR,-35,INR,Breakfast 
11/03/2024,Bank account,Petrol,-40,INR,-40,INR,Petrol 
11/03/2024,Bank account,Sourav ,-10,INR,-10,INR,Shift
11/03/2024,Bank account,Food,-85,INR,-85,INR,Dinner
12/03/2024,Bank account,Food,-110,INR,-110,INR,Biriyani 
12/03/2024,Bank account,Eggs,-30,INR,-30,INR,Eggs
12/03/2024,Bank account,Food,-10,INR,-10,INR,Curry
12/03/2024,Bank account,Food,-15,INR,-15,INR,Black tea 
13/03/2024,Bank account,Gifts,-122,INR,-122,INR,Jazeel cake split
13/03/2024,Bank account,Food,-45,INR,-45,INR,Breakfast
13/03/2024,Bank account,Petrol,-40,INR,-40,INR,Petrol
13/03/2024,Bank account,Food,-80,INR,-80,INR,Lunch
14/03/2024,Bank account,Food,-110,INR,-110,INR,Beef rice
14/03/2024,Bank account,Petrol,-50,INR,-50,INR,Petrol
14/03/2024,Bank account,Entertainment,-90,INR,-90,INR,Pool
